IDA ID	IDA Text	Unique Proteins	Representative Accession	Representative Length	Representative Domains
61b4206066c6b8f4914c492bec7109ba55310b4b	PF02739:IPR020046-PF02739:IPR020046-PF01367:IPR020045-PF00476:IPR001098	5	Q1II21	929	PF02739{5_3_exonuc_N}:IPR020046{5-3_exonucl_a-hlix_arch_N}[35-102],PF02739{5_3_exonuc_N}:IPR020046{5-3_exonucl_a-hlix_arch_N}[110-218],PF01367{5_3_exonuc}:IPR020045{DNA_polI_H3TH}[221-316],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[549-926]
765df60e5b19c83b69ac2469ee86559685f999ef	PF13148:IPR025048-PF01612:IPR002562-PF00476:IPR001098	5	A0A2Z3GWI2	1454	PF13148{DUF3987}:IPR025048{DUF3987}[361-707],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[895-1063],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1149-1453]
d1ffed685a173bb74ded28758d4b52c40d6c37f3	PF00270:IPR011545-PF00271:IPR001650-PF00476:IPR001098	5	A0A7S1KLF1	1592	PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[220-378],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[535-612],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1266-1578]
ddc8e5b26fcaf332449832964588f945a24ede72	PF03167:IPR005122-PF00476:IPR001098-PF00476:IPR001098	5	A0A0F9HIX4	859	PF03167{UDG}:IPR005122{Uracil-DNA_glycosylase-like}[6-149],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[452-638],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[702-831]
2c0a0e399a0428e2c2d97a51f678e4823ab0b80f	PF13481-PF01612:IPR002562-PF01612:IPR002562-PF00476:IPR001098	4	A0A086M969	1493	PF13481{AAA_25}[21-113],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[790-861],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[984-1059],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1177-1491]
395d6ee2e3002a292e526a7d6c911d925ed80158	PF00270:IPR011545-PF00271:IPR001650-PF20470:IPR046931-PF21099:IPR048960-PF21099:IPR048960-PF00476:IPR001098-PF00476:IPR001098	4	A0A498N5S9	1607	PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[260-426],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[554-638],PF20470{HTH_61}:IPR046931{HTH_61}[643-750],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[776-843],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[843-904],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1315-1523],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1522-1605]
58463322204cccd36c8dc5fa661810d8f79bfc7d	PF12965:IPR024385-PF01612:IPR002562-PF00476:IPR001098	4	U9VSW1	1691	PF12965{DUF3854}:IPR024385{DUF3854}[153-281],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[1065-1226],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1325-1665]
6a810efa529fd6564582f76992f3c81e2ad24920	PF09281:IPR015361-PF00476:IPR001098	4	Q58I34	554	PF09281{Taq-exonuc}:IPR015361{Taq_pol_thermo_exonuc}[17-142],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[176-550]
9dc0268f0886c583fd4cc017bf23cea3cb960488	PF01612:IPR002562-PF18136:IPR041336-PF00476:IPR001098	4	A0A1G1W9I9	598	PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[9-183],PF18136{DNApol_Exo}:IPR041336{DNApol_Exo}[121-182],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[232-596]
aa8b04ffb8bca341b743e4de1ca07ed4a19257b9	PF02739:IPR020046-PF01612:IPR002562-PF00476:IPR001098	4	A0A2I6PHX0	1216	PF02739{5_3_exonuc_N}:IPR020046{5-3_exonucl_a-hlix_arch_N}[6-161],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[382-529],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[766-1155]
ae5964db67840c761b06a3bee37b4574bc2456a2	PF12965:IPR024385-PF00476:IPR001098	4	Q6J7X6	1415	PF12965{DUF3854}:IPR024385{DUF3854}[108-210],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1109-1410]
defaf93b997d8ecb3ff8ff151c248a204d58a603	PF12965:IPR024385-PF06048:IPR009270-PF00476:IPR001098	4	S4Y7X9	1613	PF12965{DUF3854}:IPR024385{DUF3854}[112-228],PF06048{DUF927}:IPR009270{DUF927}[526-622],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1285-1612]
f0094487d585d0a5f6c98a9fd9162bb049dc54a6	PF02037:IPR003034-PF02037:IPR003034-PF00476:IPR001098-PF00476:IPR001098	4	D8LMQ5	1473	PF02037{SAP}:IPR003034{SAP_dom}[272-304],PF02037{SAP}:IPR003034{SAP_dom}[368-401],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1149-1266],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1286-1471]
00c82e26f01f6c57bc87b61bf1430cfd4a53fd7a	PF00270:IPR011545-PF00271:IPR001650-PF20470:IPR046931-PF00476:IPR001098	3	A0A398AIN9	1511	PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[522-696],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[828-903],PF20470{HTH_61}:IPR046931{HTH_61}[908-995],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1093-1503]
024f240dac72ae97889f7dc0cf983a004809a5e4	PF12215:IPR024462-PF01612:IPR002562-PF00476:IPR001098-PF00476:IPR001098	3	A0A078GVS4	1196	PF12215{Glyco_hydr_116N}:IPR024462{GH116_N}[24-79],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[472-656],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[862-986],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1017-1193]
04ddd755ac6f7f5f41175e8d2c010e0d0f9d2442	PF01612:IPR002562-PF03161:IPR004860-PF00476:IPR001098	3	A0A2U8UWY8	1214	PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[137-313],PF03161{LAGLIDADG_2}:IPR004860{LAGLIDADG_dom}[430-578],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[732-1119]
09c0f77a37901f8ec95263130ae92f3b6ba4f3ba	PF21099:IPR048960-PF00476:IPR001098-PF03104:IPR006133-PF00136:IPR006134	3	A0A8S1ETS0	2015	PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[92-250],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[486-807],PF03104{DNA_pol_B_exo1}:IPR006133{DNA-dir_DNA_pol_B_exonuc}[1238-1387],PF00136{DNA_pol_B}:IPR006134{DNA-dir_DNA_pol_B_multi_dom}[1453-1903]
1e5ad2d377a76d152abfb6b2647488150f69da4d	PF01612:IPR002562-PF01612:IPR002562-PF00476:IPR001098-PF00476:IPR001098	3	A0MN51	703	PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[11-102],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[116-199],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[235-511],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[566-658]
29362aad650defe08ac154a764821dc1a44bca42	PF06048:IPR009270-PF01612:IPR002562-PF00476:IPR001098	3	R4KR21	1602	PF06048{DUF927}:IPR009270{DUF927}[451-649],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[1057-1214],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1244-1570]
39db5ac1864a34765c046ff3fb6e3b111006c466	PF00270:IPR011545-PF00271:IPR001650-PF20470:IPR046931-PF21099:IPR048960-PF00476:IPR001098-PF00476:IPR001098-PF00476:IPR001098	3	A0A9P3IG74	2702	PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[519-659],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[865-940],PF20470{HTH_61}:IPR046931{HTH_61}[945-1035],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[1060-1241],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[2116-2214],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[2371-2552],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[2639-2691]
496d0a4fd6652994b400dadaf68a965c8d38f554	PF13482:IPR038720-PF00476:IPR001098-PF00476:IPR001098	3	A0A1W6TXN4	688	PF13482{RNase_H_2}:IPR038720{YprB_RNase_H-like_dom}[30-200],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[290-511],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[546-685]
51340dfda2b0430ce5517dc7012835bd2a69ec8b	PF13155-PF13481-PF01612:IPR002562-PF00476:IPR001098	3	A0A0G4G480	1842	PF13155{Toprim_2}[273-337],PF13481{AAA_25}[419-594],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[1266-1440],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1480-1840]
6ae9af717ba46467973f2c467477599b5c50cac0	PF01764:IPR002921-PF00476:IPR001098-PF01145:IPR001107-PF00476:IPR001098	3	A0A1Q9D8I7	1195	PF01764{Lipase_3}:IPR002921{Fungal_lipase-type}[59-155],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[490-600],PF01145{Band_7}:IPR001107{Band_7}[699-865],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1006-1190]
79bdda9043620ed491036390c322499f0f7454d7	PF18049:IPR040940-PF18049:IPR040940-PF00476:IPR001098-PF00476:IPR001098	3	A0A3Q2Z9T2	803	PF18049{DNA_pol_P_Exo}:IPR040940{DNA_pol_P_Exo}[290-328],PF18049{DNA_pol_P_Exo}:IPR040940{DNA_pol_P_Exo}[342-409],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[457-534],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[585-732]
cde78e6537e5ae8a927931ee02dd0e7f63a962ab	PF09250:IPR015330-PF19263:IPR045455-PF00476:IPR001098	3	E2SDZ6	1564	PF09250{Prim-Pol}:IPR015330{DNA_primase/pol_bifunc_N}[15-192],PF19263{DUF5906}:IPR045455{NrS-1_pol-like_helicase}[566-671],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1207-1544]
d06cb006653fb3bbdbb7337a174e443baa6b55e7	PF00566:IPR000195-PF18136:IPR041336-PF00476:IPR001098	3	R9AAQ3	1782	PF00566{RabGAP-TBC}:IPR000195{Rab-GAP-TBC_dom}[117-302],PF18136{DNApol_Exo}:IPR041336{DNApol_Exo}[477-821],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1369-1621]
f8f20e169be5ff726a4f37ad42794adc1fdd811b	PF02739:IPR020046-PF22619:IPR054690-PF00476:IPR001098	3	A0A7U9RR38	905	PF02739{5_3_exonuc_N}:IPR020046{5-3_exonucl_a-hlix_arch_N}[4-160],PF22619{DNA_polI_exo1}:IPR054690{DNA_polI_exonuclease}[371-462],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[529-903]
f95a903d5e0b4cb67cbc25ac2bdb5f8e8cc28eda	PF18136:IPR041336-PF00476:IPR001098-PF09341:IPR015419	3	A0A2V1AWQ0	1308	PF18136{DNApol_Exo}:IPR041336{DNApol_Exo}[95-383],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[702-941],PF09341{Pcc1}:IPR015419{CTAG/Pcc1}[1230-1294]
fe8c5f30972a8680f5289bd2a1f3ded616616c48	PF01612:IPR002562-PF02037:IPR003034-PF02037:IPR003034-PF00476:IPR001098	3	A0A7S2UPW3	688	PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[64-281],PF02037{SAP}:IPR003034{SAP_dom}[426-459],PF02037{SAP}:IPR003034{SAP_dom}[466-497],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[627-687]
0364c94dc44d4f202e4a7ad381132e490dea335f	PF13392:IPR003615-PF00476:IPR001098	2	A0A0F9A5Q5	388	PF13392{HNH_3}:IPR003615{HNH_nuc}[115-157],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[274-330]
04386db0517035f7aafcaa54e4bc9537a6bbe5e1	PF13625:IPR032830-PF04851:IPR006935-PF16203:IPR032438-PF00270:IPR011545-PF00271:IPR001650-PF20470:IPR046931-PF21099:IPR048960-PF00476:IPR001098	2	A0A443RK56	2385	PF13625{Helicase_C_3}:IPR032830{XPB/Ssl2_N}[65-190],PF04851{ResIII}:IPR006935{Helicase/UvrB_N}[309-464],PF16203{ERCC3_RAD25_C}:IPR032438{ERCC3_RAD25_C}[489-729],PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[884-1048],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1185-1268],PF20470{HTH_61}:IPR046931{HTH_61}[1273-1360],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[1383-1544],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1976-2381]
073756467680fbb958932f6a23dd8ad0943929ac	PF00270:IPR011545-PF00271:IPR001650-PF20470:IPR046931-PF21099:IPR048960-PF00270:IPR011545-PF00271:IPR001650-PF20470:IPR046931-PF21099:IPR048960-PF00476:IPR001098	2	A0A9P0YTY0	2969	PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[490-665],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[788-868],PF20470{HTH_61}:IPR046931{HTH_61}[873-964],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[988-1042],PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[1521-1696],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[1819-1899],PF20470{HTH_61}:IPR046931{HTH_61}[1904-1995],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[2019-2204],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[2688-2969]
086003723a673558ef176438989efde0ed2f4ba5	PF00067:IPR001128-PF01612:IPR002562-PF00476:IPR001098-PF00476:IPR001098	2	A0A2P4XKA1	959	PF00067{p450}:IPR001128{Cyt_P450}[1-141],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[223-429],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[626-747],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[776-956]
132de164740c72f13ab8adfce5bf12c933d2477b	PF03167:IPR005122-PF01612:IPR002562-PF00476:IPR001098-PF14528:IPR004860	2	A0A0F9NSA0	1294	PF03167{UDG}:IPR005122{Uracil-DNA_glycosylase-like}[42-181],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[233-396],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[523-790],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[1012-1065]
1d33a31573ca16501421350499c26fe02395367a	PF19263:IPR045455-PF01612:IPR002562-PF00476:IPR001098	2	A0A1I9LKC7	1421	PF19263{DUF5906}:IPR045455{NrS-1_pol-like_helicase}[401-509],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[805-954],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1084-1419]
1d489b16d4dd0fab9c934e5c62fe1bf908096f84	PF00476:IPR001098-PF00464:IPR039429	2	A0A2P6U422	1466	PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[544-949],PF00464{SHMT}:IPR039429{SHMT-like_dom}[1007-1405]
29f779f8048f3ad490df1c442405c5e7151cc3d2	PF01367:IPR020045-PF00476:IPR001098-PF00476:IPR001098	2	U6KI77	2114	PF01367{5_3_exonuc}:IPR020045{DNA_polI_H3TH}[13-109],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1466-1647],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1713-2017]
454df4a76af45fcbbf5786bd9a9b07be715347ed	PF21099:IPR048960-PF00476:IPR001098-PF00476:IPR001098	2	W2SXW6	1499	PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[72-230],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[682-769],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[779-951]
4bf8cd5610b87de9206b7ec38966e4f121879d56	PF00271:IPR001650-PF21099:IPR048960-PF00476:IPR001098	2	A0A430QQM6	1999	PF00271{Helicase_C}:IPR001650{Helicase_C-like}[310-394],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[539-706],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1550-1994]
5c9f627a37a9fc1483332693e3dad4c10e444b82	PF01612:IPR002562-PF00476:IPR001098-PF13392:IPR003615-PF00476:IPR001098	2	A0A0F9U4M4	884	PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[7-186],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[224-391],PF13392{HNH_3}:IPR003615{HNH_nuc}[502-546],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[657-861]
60663c6944a89be448d1ae64d3d7fedbc8034492	PF01612:IPR002562-PF03161:IPR004860-PF01612:IPR002562-PF00476:IPR001098	2	A0A7V9ZNE6	974	PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[6-93],PF03161{LAGLIDADG_2}:IPR004860{LAGLIDADG_dom}[200-354],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[472-559],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[637-973]
60769b660d6af8cc8cb115e8b26c020eea083709	PF00476:IPR001098-PF00397:IPR001202-PF00397:IPR001202-PF01846:IPR002713-PF01846:IPR002713	2	A0AAE1EW54	2454	PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1205-1571],PF00397{WW}:IPR001202{WW_dom}[1749-1774],PF00397{WW}:IPR001202{WW_dom}[1788-1815],PF01846{FF}:IPR002713{FF_domain}[1888-1937],PF01846{FF}:IPR002713{FF_domain}[2103-2158]
648cd366c091e879c7485fedbaaa168eb1411f43	PF18136:IPR041336-PF00476:IPR001098-PF16884:IPR041694-PF00107:IPR013149	2	A0A4T0FPZ9	1728	PF18136{DNApol_Exo}:IPR041336{DNApol_Exo}[99-429],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[953-1205],PF16884{ADH_N_2}:IPR041694{ADH_N_2}[1384-1491],PF00107{ADH_zinc_N}:IPR013149{ADH-like_C}[1544-1660]
7adab15ac9e7ac94a1eff7242ade2998f8baa707	PF13086:IPR041677-PF13087:IPR041679-PF18136:IPR041336-PF00476:IPR001098	2	A0A099P277	2267	PF13086{AAA_11}:IPR041677{DNA2/NAM7_AAA_11}[662-864],PF13087{AAA_12}:IPR041679{DNA2/NAM7-like_C}[872-1087],PF18136{DNApol_Exo}:IPR041336{DNApol_Exo}[1152-1453],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1807-2049]
939c8f73b20a0620162b37b457f96f011c7c8e83	PF18136:IPR041336-PF00476:IPR001098-PF08568:IPR013877	2	A0A084QTW6	1775	PF18136{DNApol_Exo}:IPR041336{DNApol_Exo}[113-391],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[697-937],PF08568{Kinetochor_Ybp2}:IPR013877{YAP-bd/ALF4/Glomulin}[1176-1756]
99358cd484b778f31cb5ea1c2bd2f9d53c795cbc	PF01612:IPR002562-PF14890-PF13392:IPR003615-PF00476:IPR001098	2	A0A8S5MER3	1386	PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[473-614],PF14890{Intein_splicing}[837-1097],PF13392{HNH_3}:IPR003615{HNH_nuc}[905-933],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1098-1359]
9961d7a4e49d3cc0c635354f50a2cf54b415385c	PF02037:IPR003034-PF02037:IPR003034-PF00476:IPR001098	2	A0A7S3ZYX8	817	PF02037{SAP}:IPR003034{SAP_dom}[264-290],PF02037{SAP}:IPR003034{SAP_dom}[315-343],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[485-815]
a5516f5a9587f6c958a0f65ef5762c1f8c1ce83b	PF00270:IPR011545-PF00271:IPR001650-PF00476:IPR001098-PF00476:IPR001098	2	A0A6H5L306	2335	PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[199-270],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[298-366],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[2010-2200],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[2252-2305]
b3b4d21cbd0083a138f0eefcf90b6f2cc51c66be	PF01612:IPR002562-PF00476:IPR001098-PF14528:IPR004860-PF00476:IPR001098	2	A0A8S5VW66	1250	PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[13-195],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[228-330],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[553-630],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[744-907]
b51138ba492933cd175e1ac94721f3b013f2d15d	PF02739:IPR020046-PF01367:IPR020045-PF01612:IPR002562-PF00476:IPR001098-PF01121:IPR001977	2	A0A136MB71	1097	PF02739{5_3_exonuc_N}:IPR020046{5-3_exonucl_a-hlix_arch_N}[8-171],PF01367{5_3_exonuc}:IPR020045{DNA_polI_H3TH}[173-266],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[312-496],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[530-891],PF01121{CoaE}:IPR001977{Depp_CoAkinase}[906-1077]
b9e6e74b7baef35ea569ed75ec796d59fb3e21df	PF00270:IPR011545-PF00271:IPR001650-PF20470:IPR046931-PF21099:IPR048960-PF00476:IPR001098-PF12338:IPR024680-PF00101:IPR000894	2	A0A0E0MLI8	2289	PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[503-680],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[810-885],PF20470{HTH_61}:IPR046931{HTH_61}[890-981],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[1005-1179],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1644-2041],PF12338{RbcS}:IPR024680{RuBisCO_ssu_N}[2115-2141],PF00101{RuBisCO_small}:IPR000894{RuBisCO_ssu_dom}[2167-2274]
c09a4be821c8e48c9b3aaaf46bb460b5639a4e22	PF04751:IPR006839-PF01612:IPR002562-PF00476:IPR001098	2	A0A2K1K896	1377	PF04751{DUF615}:IPR006839{Ribosome-assoc_YjgA}[155-230],PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[666-838],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1070-1374]
c650a7b5d6a94b7b17b5dee31c9deabc09f9ab39	PF00476:IPR001098-PF14528:IPR004860-PF00476:IPR001098	2	A0A2V6R672	842	PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[31-151],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[371-448],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[586-840]
c70a716f603c148033bcf893cbd4e459ea3c6fb5	PF00270:IPR011545-PF00271:IPR001650-PF21099:IPR048960-PF00476:IPR001098-PF00476:IPR001098	2	A0A077Z1Y6	1219	PF00270{DEAD}:IPR011545{DEAD/DEAH_box_helicase_dom}[41-198],PF00271{Helicase_C}:IPR001650{Helicase_C-like}[317-388],PF21099{POLQ_helical}:IPR048960{POLQ-like_helical}[503-671],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[874-1083],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1087-1213]
c7d603e89c9e06e987cc90c18ab58fdaa0c57e27	PF14932:IPR032733-PF18049:IPR040940-PF00476:IPR001098-PF00476:IPR001098	2	A0A498MY58	1193	PF14932{HAUS-augmin3}:IPR032733{HAUS3_N}[29-306],PF18049{DNA_pol_P_Exo}:IPR040940{DNA_pol_P_Exo}[698-770],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[795-1030],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[1030-1127]
c823bfc9731734de1cb3bc06c843a49e3cd397fd	PF04051:IPR007194-PF18136:IPR041336-PF00476:IPR001098	2	A0A238BMN3	1122	PF04051{TRAPP}:IPR007194{TRAPP_component}[44-177],PF18136{DNApol_Exo}:IPR041336{DNApol_Exo}[244-498],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[683-1038]
c8a9d17ea6204b6bb79302c64d1c86f111728d31	PF01612:IPR002562-PF00476:IPR001098-PF14528:IPR004860	2	A0A0F9MU89	1048	PF01612{DNA_pol_A_exo1}:IPR002562{3'-5'_exonuclease_dom}[99-220],PF00476{DNA_pol_A}:IPR001098{DNA-dir_DNA_pol_A_palm_dom}[277-491],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[814-885]
